#TYPE System.Security.AccessControl.FileSystemAccessRule
".\Application Data","FileSystemRights","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"I:\Usuarios\a.vidal","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.vidal","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.xucla","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.xucla","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.xucla","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.xucla","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\a.xucla","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ab.rodriguez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ab.rodriguez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ab.rodriguez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ab.rodriguez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ab.rodriguez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\al.perreau","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\al.perreau","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\al.perreau","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\al.perreau","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\al.perreau","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\at.jones","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\at.jones","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\at.jones","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\at.jones","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\at.jones","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ax.segarra","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ax.segarra","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ax.segarra","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ax.segarra","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ax.segarra","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cacho","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cacho","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cacho","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cacho","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cacho","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.castilla","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.castilla","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.castilla","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.castilla","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.castilla","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cortes","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cortes","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cortes","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cortes","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.cortes","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.diaz","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.diaz","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.diaz","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.diaz","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.diaz","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.florea","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.florea","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.florea","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.florea","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.florea","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martin","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martin","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martin","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martin","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martin","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martinez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martinez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martinez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martinez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.martinez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.rodriguez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.rodriguez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.rodriguez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.rodriguez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.rodriguez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.sanmartin","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.sanmartin","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.sanmartin","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.sanmartin","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.sanmartin","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.torrent","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.torrent","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.torrent","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.torrent","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.torrent","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.trullas","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.trullas","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.trullas","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.trullas","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.trullas","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.vilchez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.vilchez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.vilchez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.vilchez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\b.vilchez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\buv","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\buv","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\buv","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\buv","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\buv","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.amat","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.amat","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.amat","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.amat","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.amat","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.aracil","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.aracil","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.aracil","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.aracil","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.aracil","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blanco","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blanco","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blanco","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blanco","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blanco","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blasi","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blasi","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blasi","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blasi","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.blasi","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.calafell","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.calafell","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.calafell","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.calafell","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.calafell","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.campanillas","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.campanillas","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.campanillas","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.campanillas","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.campanillas","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.canals","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.canals","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.canals","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.canals","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.canals","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.cavero","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.cavero","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.cavero","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.cavero","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.cavero","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.croizat","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.croizat","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.croizat","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.croizat","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.croizat","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.eguiraun","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.eguiraun","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.eguiraun","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
